game_date,game_pk,player_name,batter,plate_appearances,hits,starting_pitcher_id,starting_pitcher_hand,starting_pitcher_rest_days,batter_rest_days,hits_vs_L,hits_vs_R,pas_vs_L,pas_vs_R,opp_hit_rate_last_5,opp_k_rate_last_5,hits_last_7,pa_last_7,hit_rate_last_7,hits_vs_L_last_7,hits_vs_R_last_7,pas_vs_L_last_7,pas_vs_R_last_7,hit_rate_vs_L_last_7,hit_rate_vs_R_last_7,starting_pitcher_hand_L,predicted_hits_poisson,predicted_hits_rf
2026-09-03,823337,"Cruz, Oneil",665833,4,0,694918,R,6.0,1.0,0,0,1,3,0.21495327102803738,0.19626168224299065,11.0,33.0,0.3333333333333333,5.0,6.0,12.0,21.0,0.4166666666666667,0.2857142857142857,0,1.0179460427456997,1.0183848839207112
2026-09-03,823337,"Reynolds, Bryan",668804,4,0,694918,R,6.0,1.0,0,0,0,4,0.21495327102803738,0.19626168224299065,9.0,33.0,0.2727272727272727,1.0,8.0,11.0,22.0,0.09090909090909091,0.36363636363636365,0,0.9827886488144256,0.9464013444236523
2026-09-03,823337,"Triolo, Jared",669707,4,0,694918,R,6.0,1.0,0,0,1,3,0.21495327102803738,0.19626168224299065,7.0,25.0,0.28,5.0,2.0,10.0,15.0,0.5,0.13333333333333333,0,1.0952037150372773,0.8425512157212538
2026-09-03,823337,"Horwitz, Spencer",687462,5,1,694918,R,6.0,1.0,0,1,1,4,0.21495327102803738,0.19626168224299065,6.0,30.0,0.2,1.0,5.0,10.0,20.0,0.1,0.25,0,0.9857370919854938,1.1603903712063688
2026-09-03,823337,"Gonzales, Nick",693304,4,1,694918,R,6.0,1.0,0,1,0,4,0.21495327102803738,0.19626168224299065,10.0,34.0,0.29411764705882354,1.0,9.0,11.0,23.0,0.09090909090909091,0.391304347826087,0,0.9733131901406417,0.9106650496100864
2026-09-03,823337,"Gonzalez, Jacob",694378,2,0,694918,R,6.0,1.0,0,0,0,2,0.21495327102803738,0.19626168224299065,4.0,18.0,0.2222222222222222,2.0,2.0,4.0,14.0,0.5,0.14285714285714285,0,0.8994570079134636,0.8304992696189245
2026-09-04,823338,"Lowe, Brandon",664040,4,1,696270,R,6.0,1.0,0,1,1,3,0.13333333333333333,0.14285714285714285,8.0,29.0,0.27586206896551724,3.0,5.0,10.0,19.0,0.3,0.2631578947368421,0,0.9537639153036952,1.1394588560986525
2026-09-04,823338,"Cruz, Oneil",665833,4,0,696270,R,6.0,1.0,0,0,1,3,0.13333333333333333,0.14285714285714285,10.0,33.0,0.30303030303030304,5.0,5.0,13.0,20.0,0.38461538461538464,0.25,0,0.9397960679877401,1.1664236407621398
2026-09-04,823338,"Reynolds, Bryan",668804,4,2,696270,R,6.0,1.0,1,1,1,3,0.13333333333333333,0.14285714285714285,7.0,33.0,0.21212121212121213,1.0,6.0,11.0,22.0,0.09090909090909091,0.2727272727272727,0,0.9075258472649608,1.154012003425549
2026-09-04,823338,"Davis, Henry",680779,3,0,696270,R,6.0,3.0,0,0,1,2,0.13333333333333333,0.14285714285714285,2.0,18.0,0.1111111111111111,0.0,2.0,10.0,8.0,0.0,0.25,0,0.6306401828862173,0.9154065632506668
2026-09-04,823338,"Horwitz, Spencer",687462,4,0,696270,R,6.0,1.0,0,0,1,3,0.13333333333333333,0.14285714285714285,6.0,31.0,0.1935483870967742,1.0,5.0,10.0,21.0,0.1,0.23809523809523808,0,0.9097956547417372,1.2152224400415768
2026-09-04,823338,"Gonzales, Nick",693304,4,0,696270,R,6.0,1.0,0,0,1,3,0.13333333333333333,0.14285714285714285,9.0,32.0,0.28125,1.0,8.0,7.0,25.0,0.14285714285714285,0.32,0,0.9369246315851629,1.004752840474023
2026-09-04,823338,"Gonzalez, Jacob",694378,3,1,696270,R,6.0,1.0,0,1,0,3,0.13333333333333333,0.14285714285714285,4.0,17.0,0.23529411764705882,2.0,2.0,3.0,14.0,0.6666666666666666,0.14285714285714285,0,0.809301088811363,0.8473884118635494
