pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,2026-04-07,92.9,-1.58,6.07,"Griffin, Konnor",804606,601713,,called_strike,,,,,7.0,,R,R,R,PIT,SD,S,,,0,0,2026,-1.29,1.28,-0.4699323849726429,2.0533759055115945,,,687462.0,1,5,Bot,,,,,,,5.7281751466276285,-134.9093119641349,-7.1091120200152,-16.988756126133573,32.518240617757385,-15.181642803647373,3.334973753,1.683070866,,,,93.3,2244.0,6.9,823402,666023,657757,630105,592518,593428,657656,701538,665487,53.61,,,,,,,,34,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,204.0,-0.006,-0.037,,,,,0.037,,0,0,0.569,0.569,33,20,33,20,2,1,6.0,1.0,5.0,1.0,1.4,1.29,1.29,41.9,,,,,
FF,2026-04-07,93.1,-0.84,6.57,"Griffin, Konnor",804606,601713,field_out,hit_into_play,,,,,3.0,Konnor Griffin flies out to center fielder Jackson Merrill.,R,R,R,PIT,SD,X,8.0,fly_ball,0,0,2026,0.24,1.59,0.4808112582640419,3.154126944524027,,,,1,3,Bot,118.33,73.86,,,,,2.8434757628765666,-135.31907155416147,-6.276424146913154,2.153693623634916,33.59818242209615,-11.458680514082152,3.334973753,1.683070866,311.0,97.7,44.0,93.0,2283.0,6.6,823402,666023,657757,630105,592518,593428,657656,701538,665487,53.89,0.06,0.109,0.0,1.0,0.0,0.0,3.0,18,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,189.0,-0.018,-0.261,76.1,7.6,,0.198,0.261,97.7,0,0,0.53,0.53,33,20,33,20,1,0,6.0,1.0,5.0,1.0,1.07,-0.24,-0.24,60.9,24.94915547170907,-11.217305176559483,16.766084704125706,43.04052420285451,36.02369645309372
SI,2026-04-07,99.0,2.33,5.84,"Griffin, Konnor",804606,670970,single,hit_into_play,,,,,6.0,Konnor Griffin singles on a ground ball to left fielder Ramón Laureano. Nick Gonzales scores. Jake Mangum scores.,R,R,L,PIT,SD,X,7.0,ground_ball,1,1,2026,1.28,0.79,0.4623611647892438,2.335039528609751,693304.0,663968.0,,1,8,Bot,102.15,91.38,,,,,-8.052558055171998,-143.8321605052049,-5.726887235281409,19.676208596902818,35.05519067654601,-20.071101116890848,3.334973753,1.683070866,139.0,113.2,6.0,98.5,2491.0,6.2,823402,666023,657757,630105,592518,593428,657656,701538,665487,54.28,0.689,0.645,0.9,1.0,1.0,0.0,5.0,64,3,Sinker,5,1,5,1,1,7,7,1,Standard,Standard,148.0,0.005,0.536,73.5,7.8,,0.813,-0.536,113.2,4,4,0.993,0.993,27,20,27,20,1,3,3.0,1.0,2.0,1.0,1.56,1.28,-1.28,49.3,4.053493425877714,-6.868920401428991,29.610681728487283,43.646957487915735,31.052708957082785
SI,2026-04-07,99.0,2.48,5.85,"Griffin, Konnor",804606,670970,,ball,,,,,12.0,,R,R,L,PIT,SD,B,,,0,1,2026,1.43,0.67,0.5852999834116748,3.9136111241473577,693304.0,,663968.0,1,8,Bot,,,,,,,-8.438418589310382,-143.88130217096833,-1.2288966241604005,21.865362999838784,35.80177552455345,-22.82811041716142,3.334973753,1.683070866,,,,98.1,2424.0,6.0,823402,666023,657757,630105,592518,593428,657656,701538,665487,54.48,,,,,,,,64,2,Sinker,5,1,5,1,1,5,5,1,Standard,Standard,146.0,0.002,0.009,,,,,-0.009,,4,4,0.991,0.991,27,20,27,20,1,3,3.0,1.0,2.0,1.0,1.67,1.43,-1.43,41.6,,,,,
SI,2026-04-07,99.7,2.21,5.94,"Griffin, Konnor",804606,670970,,called_strike,,,,,4.0,,R,R,L,PIT,SD,S,,,0,0,2026,1.15,0.71,-0.7128196540244962,2.385754475505512,693304.0,,663968.0,1,8,Bot,,,,,,,-10.627505916752304,-144.63429506605655,-5.748869369710517,18.719854295827275,37.65848694815848,-20.932457879999557,3.334973753,1.683070866,,,,98.8,2383.0,6.2,823402,666023,657757,630105,592518,593428,657656,701538,665487,54.25,,,,,,,,64,1,Sinker,5,1,5,1,1,5,5,1,Standard,Standard,148.0,-0.001,-0.049,,,,,0.049,,4,4,0.992,0.992,27,20,27,20,1,3,3.0,1.0,2.0,1.0,1.62,1.15,-1.15,45.0,,,,,
CH,2026-04-07,88.9,0.64,5.72,"Griffin, Konnor",804606,593974,grounded_into_double_play,hit_into_play,,,,,6.0,"Konnor Griffin grounds into a double play, third baseman Manny Machado to second baseman Jake Cronenworth to first baseman Gavin Sheets. Spencer Horwitz out at 2nd. Konnor Griffin out at 1st.",R,R,L,PIT,SD,X,5.0,ground_ball,0,0,2026,1.4,0.41,0.5285890947363605,2.2815450808079474,,,687462.0,0,7,Bot,92.33,160.35,,,,,-3.198951687681154,-129.42855140693572,-2.998180421175152,16.449269910792964,27.31303654151271,-27.201426444638585,3.334973753,1.683070866,71.0,106.0,3.0,87.6,2276.0,5.4,823402,666023,657757,630105,592518,593428,657656,701538,665487,55.06,0.549,0.508,0.0,1.0,0.0,0.0,4.0,52,1,Changeup,2,1,2,1,1,2,2,1,Standard,Standard,125.0,-0.062,-0.344,73.4,8.4,,0.605,0.344,106.0,1,1,0.817,0.817,34,20,35,20,1,2,2.0,1.0,4.0,1.0,2.48,1.4,-1.4,38.8,15.555847886723829,-17.549644327093453,30.00862778565305,43.51302437631487,39.911071648696094
FF,2026-04-06,94.0,-1.17,5.82,"Griffin, Konnor",804606,608566,field_out,hit_into_play,,,,,11.0,Konnor Griffin lines out to shortstop Xander Bogaerts.,R,R,R,PIT,SD,X,6.0,line_drive,1,1,2026,-1.27,0.79,-1.0133239293213072,2.655752853718269,,,687462.0,2,4,Bot,106.23,148.17,,,,,3.19428405844756,-136.92981432153815,-3.993286967274788,-16.717684799071936,30.16470372462873,-21.621126986413746,3.334973753,1.683070866,141.0,50.5,32.0,92.5,2003.0,5.3,823401,666023,657757,630105,592518,593428,657656,701538,665487,55.2,0.114,0.103,0.0,1.0,0.0,0.0,1.0,34,3,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,177.0,-0.029,-0.262,75.9,7.3,,0.114,0.262,88.0,-1,-1,0.391,0.391,31,20,31,20,2,1,6.0,1.0,5.0,1.0,1.79,1.27,1.27,33.7,8.26857588254245,-5.970878015921895,30.406085870355906,25.063834623821585,30.50385254010677
FF,2026-04-06,94.4,-0.96,6.08,"Griffin, Konnor",804606,608566,,ball,,,,,11.0,,R,R,R,PIT,SD,B,,,0,1,2026,-0.93,1.14,-0.5583767307661891,3.768406742111442,,,687462.0,2,4,Bot,,,,,,,3.0452427447010875,-137.5237454443864,-2.70078515352256,-12.416013639520912,31.067344057759964,-17.314357319184513,3.334973753,1.683070866,,,,92.5,2100.0,5.1,823401,666023,657757,630105,592518,593428,657656,701538,665487,55.4,,,,,,,,34,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,220.0,0.003,0.028,,,,,-0.028,,-1,-1,0.388,0.388,31,20,31,20,2,1,6.0,1.0,5.0,1.0,1.41,0.93,0.93,39.9,,,,,
SI,2026-04-06,93.9,-1.19,5.8,"Griffin, Konnor",804606,608566,,called_strike,,,,,4.0,,R,R,R,PIT,SD,S,,,0,0,2026,-1.18,0.93,-0.6668348550589487,2.6672200539231703,,,687462.0,2,4,Bot,,,,,,,3.904950647365373,-136.64230038337735,-4.194926503192736,-15.684574686387986,31.29302824756239,-19.815216311859515,3.334973753,1.683070866,,,,92.0,2187.0,5.2,823401,666023,657757,630105,592518,593428,657656,701538,665487,55.29,,,,,,,,34,1,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,233.0,-0.004,-0.041,,,,,0.041,,-1,-1,0.392,0.392,31,20,31,20,2,1,6.0,1.0,5.0,1.0,1.66,1.18,1.18,33.0,,,,,
CU,2026-04-06,83.6,-1.89,5.38,"Griffin, Konnor",804606,688158,strikeout,swinging_strike,,,,,14.0,Konnor Griffin strikes out swinging.,R,R,R,PIT,SD,S,2.0,,1,2,2026,0.79,-1.05,0.8250231774280877,0.8383987327080371,,,687462.0,1,9,Bot,,,,,,,4.551058904053504,-121.65674068091003,-1.655820673509837,6.948726569396696,24.725146069535484,-42.49500189537114,3.334973753,1.683070866,,,,83.0,2631.0,6.0,823401,666023,657757,630105,592518,593428,657656,701538,665487,54.52,,0.0,0.0,1.0,0.0,0.0,,77,7,Curveball,0,5,0,5,5,0,0,5,Standard,Standard,39.0,-0.004,-0.179,38.5,7.9,2.323491828,,0.179,,-5,-5,0.005,0.005,26,20,27,20,1,3,6.0,1.0,3.0,1.0,4.32,-0.79,-0.79,40.1,8.450066627030758,-9.313150108315176,36.49629606484631,47.38695920325408,38.336979296935496
SI,2026-04-06,95.7,-2.4,5.07,"Griffin, Konnor",804606,688158,,ball,,,,,13.0,,R,R,R,PIT,SD,B,,,0,2,2026,-1.44,0.74,-0.6513276051363546,1.3080407021129188,,,687462.0,1,9,Bot,,,,,,,7.769321822318471,-138.99146362489716,-5.697804206514362,-20.36039196636035,32.30801441579198,-21.47768359416178,3.334973753,1.683070866,,,,94.8,2049.0,6.0,823401,666023,657757,630105,592518,593428,657656,701538,665487,54.53,,,,,,,,77,6,Sinker,0,5,0,5,5,0,0,5,Standard,Standard,228.0,0.0,0.018,,,,,-0.018,,-5,-5,0.005,0.005,26,20,27,20,1,3,6.0,1.0,3.0,1.0,1.77,1.44,1.44,25.7,,,,,
FF,2026-04-06,98.3,-2.02,5.29,"Griffin, Konnor",804606,688158,,foul,,,,,5.0,,R,R,R,PIT,SD,S,,,0,2,2026,-0.59,1.47,0.2555325975622619,2.3367627941539,,,687462.0,1,9,Bot,,,,,,,7.433908890554816,-142.87605436445634,-5.748770939816867,-9.902588580690114,35.098167133773366,-10.858310605174898,3.334973753,1.683070866,,,,97.5,2513.0,6.0,823401,666023,657757,630105,592518,593428,657656,701538,665487,54.47,,,,,,,,77,5,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,214.0,0.0,0.0,79.9,7.9,,,0.0,,-5,-5,0.005,0.005,26,20,27,20,1,3,6.0,1.0,3.0,1.0,0.9,0.59,0.59,36.0,4.213123391535888,-0.35166117633239,32.59558257890063,40.89026920849933,31.735655527146868
CU,2026-04-06,82.4,-2.06,5.27,"Griffin, Konnor",804606,688158,,foul,,,,,14.0,,R,R,R,PIT,SD,S,,,0,2,2026,0.92,-0.86,0.3506017816569524,1.4765649498692976,,,687462.0,1,9,Bot,,,,,,,3.567478656928527,-119.93801855905208,-0.1173094442521327,8.044386294140205,25.0077750631267,-40.66343661826083,3.334973753,1.683070866,2.0,46.3,-47.0,81.7,2590.0,6.0,823401,666023,657757,630105,592518,593428,657656,701538,665487,54.52,,,,,,,,77,4,Curveball,0,5,0,5,5,0,0,5,Standard,Standard,50.0,0.0,0.0,41.6,7.5,,,0.0,88.0,-5,-5,0.005,0.005,26,20,27,20,1,3,6.0,1.0,3.0,1.0,4.24,-0.92,-0.92,35.5,3.616395731350608,-4.851084278407237,34.2573820274069,40.901902872855146,34.538167826920194
SL,2026-04-06,87.9,-2.3,5.1,"Griffin, Konnor",804606,688158,,foul,,,,,2.0,,R,R,R,PIT,SD,S,,,0,2,2026,0.39,0.07,-0.1018773854932947,2.880074733918614,,,687462.0,1,9,Bot,,,,,,,4.399505045933919,-128.05526087148377,0.6486387561152718,3.539106501038212,22.641066924345157,-31.734929748647627,3.334973753,1.683070866,110.0,58.1,68.0,87.7,2444.0,5.8,823401,666023,657757,630105,592518,593428,657656,701538,665487,54.7,,,,,,,,77,3,Slider,0,5,0,5,5,0,0,5,Standard,Standard,86.0,0.0,0.0,74.2,7.4,,,0.0,88.0,-5,-5,0.005,0.005,26,20,27,20,1,3,6.0,1.0,3.0,1.0,2.84,-0.39,-0.39,27.9,5.921024265986589,2.6371254561870456,27.70994265034235,36.02344212575023,27.810943635448936
SI,2026-04-06,95.6,-2.23,5.02,"Griffin, Konnor",804606,688158,,foul,,,,,8.0,,R,R,R,PIT,SD,S,,,0,1,2026,-1.49,0.71,-0.1081504118708145,2.1534545674580885,,,687462.0,1,9,Bot,,,,,,,8.8509035575975,-138.8969691780375,-3.3053192605153283,-21.26754386968381,31.910493901100143,-22.44424593820714,3.334973753,1.683070866,196.0,68.0,43.0,94.8,2111.0,6.0,823401,666023,657757,630105,592518,593428,657656,701538,665487,54.54,,,,,,,,77,2,Sinker,0,5,0,5,5,0,0,5,Standard,Standard,223.0,-0.001,-0.058,74.4,7.1,,,0.058,88.0,-5,-5,0.006,0.006,26,20,27,20,1,3,6.0,1.0,3.0,1.0,1.8,1.49,1.49,30.3,-8.44973856917225,10.595250621864372,36.6768062047237,36.4919407980582,21.49642379117276
SI,2026-04-06,95.6,-2.18,5.01,"Griffin, Konnor",804606,688158,,foul,,,,,8.0,,R,R,R,PIT,SD,S,,,0,0,2026,-1.48,0.44,-0.223459361013691,1.6147683194955005,,,687462.0,1,9,Bot,,,,,,,8.438615223456368,-138.88025146781123,-4.089021022655452,-21.069982024445977,31.457440273647084,-25.76035909437849,3.334973753,1.683070866,2.0,76.3,-38.0,95.1,2147.0,6.1,823401,666023,657757,630105,592518,593428,657656,701538,665487,54.41,,,,,,,,77,1,Sinker,0,5,0,5,5,0,0,5,Standard,Standard,224.0,-0.001,-0.037,77.2,8.2,,,0.037,88.0,-5,-5,0.007,0.007,26,20,27,20,1,3,6.0,1.0,3.0,1.0,2.07,1.48,1.48,28.7,13.990620447443971,-12.055828241119167,34.18608172994271,35.17155206864992,35.260700310883685
SI,2026-04-06,94.7,-1.17,5.88,"Griffin, Konnor",804606,608566,field_out,hit_into_play,,,,,1.0,Konnor Griffin grounds out to first baseman Gavin Sheets.,R,R,R,PIT,SD,X,3.0,ground_ball,1,0,2026,-1.44,0.82,-0.4521831772443713,2.8778906230137062,693304.0,,687462.0,2,2,Bot,152.32,166.88,,,,,4.998890919796152,-137.7817706970935,-3.71453952092187,-19.377908858136355,32.93257932842772,-21.146224329044347,3.334973753,1.683070866,57.0,65.8,3.0,92.7,2074.0,5.3,823401,666023,657757,630105,592518,593428,657656,701538,665487,55.2,0.164,0.148,0.0,1.0,0.0,0.0,2.0,16,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,223.0,-0.054,-0.314,72.4,6.1,,0.189,0.314,88.0,0,0,0.554,0.554,31,20,31,20,1,0,6.0,1.0,5.0,1.0,1.74,1.44,1.44,35.5,-2.5325801044207688,30.999541594224745,27.999329629418277,29.90217886014139,21.183050892805294
SI,2026-04-06,94.7,-1.02,5.95,"Griffin, Konnor",804606,608566,,ball,,,,,14.0,,R,R,R,PIT,SD,B,,,0,0,2026,-1.24,0.93,0.2932865273620086,1.3071714698785604,693304.0,,687462.0,2,2,Bot,,,,,,,6.062631081515083,-137.54552330977634,-8.080436281977146,-17.12869370144396,32.806026574527664,-18.75117435322929,3.334973753,1.683070866,,,,92.5,2162.0,5.3,823401,666023,657757,630105,592518,593428,657656,701538,665487,55.22,,,,,,,,16,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,223.0,0.003,0.016,,,,,-0.016,,0,0,0.551,0.551,31,20,31,20,1,0,6.0,1.0,5.0,1.0,1.64,1.24,1.24,37.3,,,,,
FC,2026-04-06,86.0,-3.3,5.11,"Griffin, Konnor",804606,676760,strikeout,swinging_strike,,,,,14.0,Konnor Griffin strikes out swinging.,R,R,R,PIT,SD,S,2.0,,3,2,2026,-0.08,0.32,0.2075879515940299,1.2987758131097171,,,,0,7,Bot,,,,,,,8.422827945819233,-125.07156690576537,-3.2641802067767416,-2.393959091931524,23.793243844767478,-28.38348364973286,3.334973753,1.683070866,,,,86.7,2237.0,6.7,823401,666023,657757,630105,592518,593428,657656,701538,665487,53.83,,0.0,0.0,1.0,0.0,0.0,,59,6,Cutter,0,4,0,4,4,0,0,4,Standard,Standard,183.0,-0.023,-0.346,75.7,8.9,0.467767488,,0.346,,-4,-4,0.076,0.076,30,20,31,20,1,2,3.0,1.0,1.0,1.0,2.75,0.08,0.08,31.6,22.20875663651805,-21.882228289661462,34.99357372374156,38.185329649875385,42.41018366762763
CH,2026-04-06,79.5,-3.38,4.99,"Griffin, Konnor",804606,676760,,ball,,,,,13.0,,R,R,R,PIT,SD,B,,,2,2,2026,-1.48,0.03,-1.401579911587306,1.571629276174971,,,,0,7,Bot,,,,,,,7.170915356981453,-115.56450473137409,-0.4877153921840401,-14.613844277896476,23.565866627763757,-32.0731366639095,3.334973753,1.683070866,,,,79.8,2106.0,6.8,823401,666023,657757,630105,592518,593428,657656,701538,665487,53.71,,,,,,,,59,5,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,276.0,0.008,0.113,,,,,-0.113,,-4,-4,0.068,0.068,30,20,31,20,1,2,3.0,1.0,1.0,1.0,3.61,1.48,1.48,30.4,,,,,
FF,2026-04-06,93.1,-3.33,4.91,"Griffin, Konnor",804606,676760,,foul,,,,,5.0,,R,R,R,PIT,SD,S,,,2,1,2026,-1.1,1.04,0.0830008382937734,2.346958757893989,,,,0,7,Bot,,,,,,,11.105950029273508,-135.1155462331435,-2.8863470103423983,-16.002322332442716,31.41541492988912,-19.024897794706774,3.334973753,1.683070866,185.0,67.8,36.0,92.9,2141.0,6.5,823401,666023,657757,630105,592518,593428,657656,701538,665487,54.05,,,,,,,,59,4,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,237.0,-0.006,-0.078,76.9,7.5,,,0.078,88.0,-4,-4,0.074,0.074,30,20,31,20,1,2,3.0,1.0,1.0,1.0,1.62,1.1,1.1,24.1,-1.4740143429202432,11.283511243599992,32.02285989532315,39.24533059846732,21.88747073176164
CH,2026-04-06,80.2,-3.38,4.87,"Griffin, Konnor",804606,676760,,ball,,,,,14.0,,R,R,R,PIT,SD,B,,,1,1,2026,-1.33,-0.32,0.5273699432898287,1.37276180987726,,,,0,7,Bot,,,,,,,11.168965253501463,-116.251427928219,-0.0961034556875286,-14.257306315751674,22.947621361601414,-35.32406268430351,3.334973753,1.683070866,,,,80.5,2243.0,6.8,823401,666023,657757,630105,592518,593428,657656,701538,665487,53.69,,,,,,,,59,3,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,269.0,0.004,0.063,,,,,-0.063,,-4,-4,0.07,0.07,30,20,31,20,1,2,3.0,1.0,1.0,1.0,3.91,1.33,1.33,26.8,,,,,
CH,2026-04-06,80.9,-3.3,4.96,"Griffin, Konnor",804606,676760,,called_strike,,,,,5.0,,R,R,R,PIT,SD,S,,,1,0,2026,-1.34,-0.17,0.119556844273847,2.350020056631742,,,,0,7,Bot,,,,,,,10.170684081636129,-117.36041810316678,1.4220259792379395,-14.315714701934844,23.21715409192448,-34.245966415707684,3.334973753,1.683070866,,,,81.1,2178.0,6.7,823401,666023,657757,630105,592518,593428,657656,701538,665487,53.83,,,,,,,,59,2,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,274.0,-0.004,-0.055,,,,,0.055,,-4,-4,0.074,0.074,30,20,31,20,1,2,3.0,1.0,1.0,1.0,3.68,1.34,1.34,27.2,,,,,
FF,2026-04-06,92.3,-3.36,4.95,"Griffin, Konnor",804606,676760,,ball,,,,,13.0,,R,R,R,PIT,SD,B,,,0,0,2026,-1.26,1.05,-1.2627096183284336,1.5815809550940347,,,,0,7,Bot,,,,,,,8.079080946689052,-134.0440951448778,-4.849254366604272,-16.97214973112904,30.14098081722768,-18.604331793337973,3.334973753,1.683070866,,,,92.4,2164.0,6.6,823401,666023,657757,630105,592518,593428,657656,701538,665487,53.94,,,,,,,,59,1,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,237.0,0.003,0.042,,,,,-0.042,,-4,-4,0.071,0.071,30,20,31,20,1,2,3.0,1.0,1.0,1.0,1.64,1.26,1.26,24.1,,,,,
CH,2026-04-05,82.7,1.33,5.87,"Griffin, Konnor",804606,700249,strikeout,swinging_strike,,,,,14.0,Konnor Griffin strikes out swinging.,R,R,L,PIT,BAL,S,2.0,,2,2,2026,1.11,0.25,0.3468681382093344,1.13148537898307,,,,0,7,Bot,,,,,,,-4.394058191273095,-120.35119342773862,-4.568758044024076,11.652265720831103,21.716571418437432,-29.129181561962948,3.334973753,1.683070866,,,,82.6,995.0,6.1,823405,694212,624413,669236,677942,683002,621493,665750,641933,54.41,,0.0,0.0,1.0,0.0,0.0,,60,6,Changeup,8,2,8,2,2,8,8,2,Standard,Standard,124.0,-0.001,-0.232,70.0,9.3,4.9538739,,0.232,,6,6,0.993,0.993,26,20,26,20,2,3,,1.0,7.0,1.0,3.07,1.11,-1.11,47.6,31.077482796291,-40.198172297127,30.282039217317323,40.27687678788232,56.99603400859
FF,2026-04-05,91.6,1.15,5.97,"Griffin, Konnor",804606,700249,,ball,,,,,13.0,,R,R,L,PIT,BAL,B,,,1,2,2026,0.61,1.6,-1.9786270393536385,0.8630581496894767,,,,0,7,Bot,,,,,,,-9.094017933262364,-132.72099051532197,-10.198597920345934,9.16972852792983,27.85735723968577,-11.169190574165164,3.334973753,1.683070866,,,,91.2,2486.0,6.2,823405,694212,624413,669236,677942,683002,621493,665750,641933,54.28,,,,,,,,60,5,4-Seam Fastball,8,2,8,2,2,8,8,2,Standard,Standard,150.0,0.0,0.046,,,,,-0.046,,6,6,0.993,0.993,26,20,26,20,2,3,,1.0,7.0,1.0,1.13,0.61,-0.61,46.2,,,,,
CU,2026-04-05,77.2,1.3,5.97,"Griffin, Konnor",804606,700249,,foul,,,,,14.0,,R,R,L,PIT,BAL,S,,,1,2,2026,-0.82,-1.27,0.2194308910413644,1.4963144707800016,,,,0,7,Bot,,,,,,,-0.7457003662441204,-112.3357321937442,0.100308830963246,-6.725720111858126,22.78085141347707,-43.08810312572872,3.334973753,1.683070866,3.0,61.2,-30.0,76.3,2544.0,5.9,823405,694212,624413,669236,677942,683002,621493,665750,641933,54.61,,,,,,,,60,4,Curveball,8,2,8,2,2,8,8,2,Standard,Standard,324.0,0.0,0.0,74.9,8.6,,,0.0,88.0,6,6,0.993,0.993,26,20,26,20,2,3,,1.0,7.0,1.0,5.13,-0.82,0.82,45.0,19.66747062496699,-21.313348430637795,28.2832991338665,39.75441717889944,42.36270566911143
FF,2026-04-05,90.9,1.19,6.06,"Griffin, Konnor",804606,700249,,called_strike,,,,,8.0,,R,R,L,PIT,BAL,S,,,1,1,2026,0.58,1.62,-0.2342470746999667,2.152361334769835,,,,0,7,Bot,,,,,,,-4.761146722816809,-132.1201136579551,-7.091058739481122,7.835489157608636,30.212610468857925,-11.85705124914524,3.334973753,1.683070866,,,,90.1,2463.0,6.0,823405,694212,624413,669236,677942,683002,621493,665750,641933,54.48,,,,,,,,60,3,4-Seam Fastball,8,2,8,2,2,8,8,2,Standard,Standard,151.0,0.0,-0.06,,,,,0.06,,6,6,0.993,0.993,26,20,26,20,2,3,,1.0,7.0,1.0,1.16,0.58,-0.58,46.2,,,,,
ST,2026-04-05,72.6,-1.88,4.82,"Griffin, Konnor",804606,605135,field_out,hit_into_play,,,,,14.0,Konnor Griffin flies out to center fielder Leody Taveras.,R,R,R,PIT,BAL,X,8.0,fly_ball,1,2,2026,1.61,-0.17,0.4477537405991162,1.3854181752935864,,656811.0,694377.0,2,2,Bot,125.47,64.97,,,,,1.78634800962816,-105.75401668161976,1.032846009104655,11.764870074976685,18.552866409999645,-33.819877519898945,3.334973753,1.683070866,332.0,91.7,25.0,72.3,2359.0,6.1,823405,694212,624413,669236,677942,683002,621493,665750,641933,54.43,0.089,0.098,0.0,1.0,0.0,0.0,3.0,21,4,Sweeper,6,0,6,0,0,6,6,0,Standard,Standard,68.0,-0.006,-0.209,69.5,7.9,,0.164,0.209,91.7,6,6,0.945,0.945,37,20,37,20,2,1,6.0,1.0,6.0,1.0,4.49,-1.61,-1.61,20.2,7.603025780542279,-12.637113083526998,39.58739328829278,40.8667332910648,38.407028499045765
CU,2026-04-05,75.2,1.29,6.01,"Griffin, Konnor",804606,700249,,called_strike,,,,,8.0,,R,R,L,PIT,BAL,S,,,1,0,2026,-0.69,-1.21,-0.113963599731323,1.8839345991383007,,,,0,7,Bot,,,,,,,-1.6271280554721266,-109.45021275390285,1.063105959314826,-5.213871459596762,20.63312437757284,-42.31842659097901,3.334973753,1.683070866,,,,74.7,2446.0,6.0,823405,694212,624413,669236,677942,683002,621493,665750,641933,54.47,,,,,,,,60,2,Curveball,8,2,8,2,2,8,8,2,Standard,Standard,327.0,0.0,-0.055,,,,,0.055,,6,6,0.993,0.993,26,20,26,20,2,3,,1.0,7.0,1.0,5.27,-0.69,0.69,45.6,,,,,
FC,2026-04-05,86.9,-1.66,5.26,"Griffin, Konnor",804606,605135,,swinging_strike,,,,,3.0,,R,R,R,PIT,BAL,S,,,1,1,2026,0.28,0.52,0.744722997671081,3.2931115409179004,,656811.0,694377.0,2,2,Bot,,,,,,,5.1437121847487415,-126.66238385901924,0.4565382366339259,2.134335054247281,21.511137140122784,-26.76025358269669,3.334973753,1.683070866,,,,88.1,2210.0,6.6,823405,694212,624413,669236,677942,683002,621493,665750,641933,53.94,,,,,,,,21,3,Cutter,6,0,6,0,0,6,6,0,Standard,Standard,209.0,-0.002,-0.061,70.8,6.6,2.1056754,,0.061,,6,6,0.947,0.947,37,20,37,20,2,1,6.0,1.0,6.0,1.0,2.45,-0.28,-0.28,31.3,-3.644511452036672,29.65396666444918,21.517831753944208,45.84964010731654,15.765352263007214
CU,2026-04-05,75.4,1.27,6.02,"Griffin, Konnor",804606,700249,,ball,,,,,13.0,,R,R,L,PIT,BAL,B,,,0,0,2026,-0.63,-1.41,-0.3052830423943904,0.0564828463285387,,,,0,7,Bot,,,,,,,-2.063875924704792,-109.8061266409418,-2.335387323648793,-4.66061704102895,22.164378668525035,-43.225450284272746,3.334973753,1.683070866,,,,74.6,2444.0,6.0,823405,694212,624413,669236,677942,683002,621493,665750,641933,54.51,,,,,,,,60,1,Curveball,8,2,8,2,2,8,8,2,Standard,Standard,332.0,0.0,0.042,,,,,-0.042,,6,6,0.993,0.993,26,20,26,20,2,3,,1.0,7.0,1.0,5.46,-0.63,0.63,47.2,,,,,
