batter_id,player_name
665833,Oneil Cruz
804606,Konnor Griffin
664040,Brandon Lowe
656811,Ryan O'Hearn
693304,Nick Gonzales
682927,Ronny Simon
687462,Spencer Horwitz
663968,Jake Mangum
680779,Henry Davis
